SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes
0,0.3472222222222222,1.3539759452164248,0.17782697949085274,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0.9583333333333333,1.611554480242174,2.4778134048070717,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0.7222222222222222,-1.4660935640654862,-0.5564855551011889,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0.986111111111111,1.393859073220412,2.251351436800182,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
0,0.1388888888888889,-0.31779183695069496,-0.7748674801864056,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
0,0.29166666666666663,0.8404806721650927,-0.18562041564440013,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
1,0.013888888888888888,-0.8346107040023594,-0.9906443641110827,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True
0,0.16666666666666666,-1.4943441130683104,-0.9188511958562178,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0.013888888888888888,-1.4827115340671475,-0.9992542459128654,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True
0,0.8055555555555555,-0.1615829189350795,0.5394640917857306,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False
0,0.6805555555555555,-0.17155370093607614,0.3033325642168391,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,0.41666666666666663,-0.31446824295036285,-0.3323416321947793,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0.6527777777777778,1.1495749141959914,1.0887524741194623,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
0,0.013888888888888888,-1.1486903370337564,-0.9948168452919468,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,1.0,0.8471278601657574,1.8041674219875912,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
0,0.2361111111111111,-0.0020504069191315333,-0.5255120572347758,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True
1,0.986111111111111,1.0498670941860242,1.979676551023931,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False
1,0.027777777777777776,1.0216165451832002,-0.927946763298101,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False
0,0.375,0.046141706085686136,-0.18052071642334425,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
0,0.013888888888888888,-1.481049737066981,-0.999232169292861,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False
1,0.013888888888888888,-0.6484894399837535,-0.9881717826705708,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.0,1.1678546811978192,2.193709381968247,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
0,0.06944444444444445,0.16412929309748078,-0.8682295061857364,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,0.6388888888888888,0.33363258711442517,0.5585382914696801,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
0,0.4722222222222222,1.3822264942192488,0.5589577472497669,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True
0,0.15277777777777776,1.099721004191008,-0.5200812087136513,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
0,0.1388888888888889,-0.5055748979694671,-0.7981141610512188,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0.9722222222222222,0.14751132309581955,1.1431492658107256,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False
0,0.2361111111111111,-1.462769970065154,-0.8234801974364709,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0.875,0.5014740841312035,1.1383365626497288,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False
0,0.18055555555555555,0.3801629031190768,-0.5748091497049829,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0,0.6805555555555555,0.6560212051466532,0.7167835036624451,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0,0.027777777777777776,-0.5155456799704636,-0.9653224809658398,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0.027777777777777776,0.5280628361338618,-0.9445042283015292,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
0,0.7222222222222222,0.4981504901308714,0.8541442333308862,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False
0,0.9583333333333333,-0.020330173920958795,0.8701718594542048,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False
1,0.5972222222222222,0.8471278601657574,0.6867813770762332,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0,0.20833333333333331,1.141265929195161,-0.37834930828430524,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True
1,0.3472222222222222,0.1574821050968162,-0.23429936275447927,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
1,0.1111111111111111,0.5280628361338618,-0.728528654796811,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
1,0.8333333333333333,0.33529438411459117,0.9594717873726947,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False
1,0.25,1.0199547481830342,-0.23434351599448847,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
0,0.875,1.1595456961969886,1.7784481596822659,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False
1,0.9166666666666666,1.4520219682262263,2.1162866756122165,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False
0,0.4722222222222222,-1.3231790220511994,-0.6132886983729502,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
0,1.0,1.42044782522307,2.4595118868232824,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
0,0.6527777777777778,1.1877962451998125,1.0701860366956184,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
0,0.8333333333333333,0.8354952811645946,1.3985095294035985,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,1.0,-0.7531826509942192,0.2996678452960802,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0.25,-0.34438058895335305,-0.5855604636472089,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False
0,0.125,0.9850570111795457,-0.6296474737963372,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
0,0.041666666666666664,0.3502505571160864,-0.9003730649123919,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0.6527777777777778,0.46989994112804756,0.6035966728990095,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0,0.4305555555555555,0.47987072312904416,0.09444358573358781,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0.6944444444444444,-1.4827115340671475,-0.5971286125296041,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,0.1388888888888889,0.5014740841312035,-0.6163573485535856,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0.013888888888888888,-0.5221928679711283,-0.9864939595502233,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0.7222222222222222,-1.4744025490663168,-0.5265938116149996,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,0.8888888888888888,1.5567151792366918,2.126287384474287,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,0.861111111111111,-1.3464441800535252,-0.37914406660446986,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
0,0.041666666666666664,-0.00869759491979612,-0.9298232759984896,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1,0.7777777777777777,1.5201556452330371,1.702637046586569,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False
0,0.6388888888888888,-0.3028356639492,0.1790632702111086,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
0,0.1111111111111111,-0.33607160395252245,-0.79522212383062,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0.41666666666666663,0.3319707901142591,-0.07594376746169122,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
0,0.625,-1.2916048790480432,-0.47098280582348534,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,0.013888888888888888,0.48485611412954227,-0.9731155278274534,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
0,0.15277777777777776,-0.47233895796614456,-0.758530781383023,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
0,0.09722222222222221,0.34526516611558833,-0.7887536741692807,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0.5833333333333333,1.2974748472107767,0.9025803376209149,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,0.6805555555555555,-1.4827115340671475,-0.5783855621457233,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
0,0.125,1.1479131171958254,-0.602493231190715,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False
0,0.4861111111111111,-0.08680205392760396,-0.02995816799216993,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
0,0.6666666666666666,-1.4660935640654862,-0.541451376878076,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,0.6388888888888888,-1.4893587220678117,-0.5988064356499516,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False
0,0.40277777777777773,-1.0307027500219619,-0.5625345489824414,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0.41666666666666663,0.574593152138513,0.12667545094026153,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.013888888888888888,0.3303089931140931,-0.9751686534878785,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0.9166666666666666,0.6394032351449919,1.5148753934476924,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0.9027777777777777,1.5384354122348645,2.1298196436750185,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False
0,1.0,1.2010906212011416,2.285261125127203,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False
0,0.16666666666666666,0.47156173812821356,-0.5986960525499287,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,0.986111111111111,0.06940686408801149,1.0885537845394213,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False
0,0.06944444444444445,-1.4527991880641573,-0.9578826600242993,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True
0,0.7222222222222222,-1.4544609850643233,-0.5192864503934866,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
1,0.3472222222222222,1.1213243651931677,0.10208209625516948,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True
0,0.013888888888888888,-1.481049737066981,-0.999232169292861,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,0.013888888888888888,-1.505976692069473,-0.9995633185929296,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False
0,0.5277777777777778,1.0049985751815391,0.5838380979949185,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False
1,0.9166666666666666,-0.6385186579827569,0.32847783440204537,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0,0.9444444444444444,1.503537675231376,2.3527272758611724,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
0,0.06944444444444445,-1.3447823830533592,-0.9639095772855473,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1.0,1.3091074262119398,2.2163820707129416,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False
0,0.4444444444444444,-1.150352134033923,-0.5985635928299012,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0.5972222222222222,0.9833952141793793,0.72322987670378,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False
0,1.0,-1.5076384890696393,-0.4062320793500785,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
0,0.7638888888888888,1.0631614701873533,1.3049929670642355,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
0,0.7222222222222222,-0.22639300194155818,0.3351008204034167,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
0,0.5972222222222222,0.893658176170409,0.7377121394267785,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
1,0.5138888888888888,0.39013368512007346,0.2582300295475004,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,0.8888888888888888,-0.33773340095268845,0.5034350479382708,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
0,0.041666666666666664,0.8338334841644282,-0.8984744755919987,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0.5,-1.1204397880309327,-0.510831104931736,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0.1388888888888889,1.1794872601989819,-0.5380736540173766,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
0,0.5694444444444444,-1.4660935640654862,-0.6394053398383577,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0,0.375,0.6792863631489789,-0.058150011738007094,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
0,0.7777777777777777,1.1645310871974868,1.427098752309518,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False
0,0.08333333333333333,-1.46443176706532,-0.9583683456643999,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,0.041666666666666664,0.32033821111309646,-0.9067973613337219,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,0.09722222222222221,-0.467353566965646,-0.8534602474026785,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0.05555555555555555,-1.4594463760648215,-0.9803787358089572,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,0.4583333333333333,0.8039211381614382,0.328654447362082,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False
1,0.375,0.44164939212522314,-0.06525868337947893,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
0,1.0,-1.3697093380558512,-0.24697134263710305,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
0,0.013888888888888888,-1.4960059100684764,-0.9994308588729021,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
1,0.986111111111111,-0.2762469119465419,0.7515100269296354,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False
0,0.18055555555555555,0.7042133181514708,-0.4714022616035721,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0,0.3472222222222222,-0.2047896409393986,-0.3446824627773344,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True
0,0.9305555555555555,-0.47233895796614456,0.43128865376333264,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0.013888888888888888,-0.9742016520163136,-0.9924988001914667,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
0,0.027777777777777776,-0.6784017859867437,-0.9722766162672797,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0.5972222222222222,-1.2982520670487077,-0.48352232598608164,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False
0,0.3194444444444444,0.3402797751150897,-0.22288575021211607,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0.8888888888888888,-1.481049737066981,-0.44398309955789494,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0,0.7916666666666666,-1.5009913010689746,-0.4913153728476952,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False
1,0.013888888888888888,0.18905624809997262,-0.9770451661882671,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
1,1.0,0.7740087921584478,1.828981542872729,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
0,0.1111111111111111,0.21232140610229844,-0.7592813864631783,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
0,0.8472222222222222,1.2060760122016398,1.6283492202711876,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
0,0.8888888888888888,0.6493740171459885,1.3271358169288205,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
1,0.986111111111111,-1.3564149620545218,-0.23273192273415474,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,0.9027777777777777,1.1396041321949948,1.8250298278919108,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False
0,0.041666666666666664,-1.5009913010689746,-0.9810631110290989,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0.013888888888888888,-0.6351950639824246,-0.9879951697105341,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,0.41666666666666663,-0.00869759491979612,-0.1560156682182704,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
0,0.20833333333333331,0.1574821050968162,-0.5350933103167596,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0.1111111111111111,0.12590796209365976,-0.7589723137831144,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0.09722222222222221,1.0049985751815391,-0.7187266355147814,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True
0,0.9722222222222222,1.4420511862252297,2.493443651770308,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False
0,0.861111111111111,0.7091987091519689,1.2945507258020736,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,0.08333333333333333,-1.4976677070686424,-0.9580371963643314,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,0.19444444444444442,0.5363718211346925,-0.499152572949318,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,0.3055555555555555,0.6443886261454905,-0.20370116742814384,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0.3055555555555555,-1.4827115340671475,-0.82275166897632,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0.2222222222222222,-0.017006579920626735,-0.5560219460810929,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0.1388888888888889,-1.2982520670487077,-0.8970615719117062,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
